source.message,dataset,timestamp,$workers.truncated,$workers.event.request.url,$workers.event.request.method,$workers.event.request.path,$workers.event.request.search.batch,$workers.event.request.search.size,$workers.event.request.search.chatId,$workers.outcome,$workers.scriptName,$workers.eventType,$workers.executionModel,$workers.scriptVersion.id,$workers.requestId,$metadata.id,$metadata.requestId,$metadata.trigger,$metadata.service,$metadata.message,$metadata.account,$metadata.type,$metadata.fingerprint,$metadata.origin,$metadata.messageTemplate,$metadata.startTime,$metadata.endTime,$metadata.now,links
[33m[2026-01-26T14:44:13.166] [INFO] - [Connecting to 91.108.56.185:443/TCPFull...][0m,cloudflare-workers,2026-01-26T14:44:13.166Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,canceled,telegram-processor,fetch,stateless,07d11db6-78b1-4989-a26b-5d72f2d4ef0b,9c40c9362fbde359,01KFXC7G24CWSYHW5D8Z6JJSJ0,9c40c9362fbde359,POST /process-media,telegram-processor,[33m[2026-01-26T14:44:13.166] [INFO] - [Connecting to 91.108.56.185:443/TCPFull...][0m,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[33m[<*>.<*>] [INFO] - [Connecting to <IP4>:443/TCPFull...][0m,undefined,undefined,undefined,[]
"[33m[2026-01-26T14:44:12.991] [INFO] - [Starting direct file download in chunks of 131072 at 0, stride 131072][0m",cloudflare-workers,2026-01-26T14:44:12.991Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,canceled,telegram-processor,fetch,stateless,07d11db6-78b1-4989-a26b-5d72f2d4ef0b,9c40c9362fbde359,01KFXC7G24CWSYHW5D8Z6JJSHZ,9c40c9362fbde359,POST /process-media,telegram-processor,"[33m[2026-01-26T14:44:12.991] [INFO] - [Starting direct file download in chunks of 131072 at 0, stride 131072][0m",203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,"[33m[<*>.<*>] [INFO] - [Starting direct file download in chunks of 131072 at 0, stride 131072][0m",undefined,undefined,undefined,[]
"[Processor] Photo size check passed (98375 bytes <= 20MB), proceeding with download",cloudflare-workers,2026-01-26T14:44:12.991Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,canceled,telegram-processor,fetch,stateless,07d11db6-78b1-4989-a26b-5d72f2d4ef0b,9c40c9362fbde359,01KFXC7G24CWSYHW5D8Z6JJSHY,9c40c9362fbde359,POST /process-media,telegram-processor,"[Processor] Photo size check passed (98375 bytes <= 20MB), proceeding with download",203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,"[Processor] Photo size check passed (<*> bytes <= 20MB), proceeding with download",undefined,undefined,undefined,[]
[Processor] Photo max size: 0.09MB,cloudflare-workers,2026-01-26T14:44:12.991Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,canceled,telegram-processor,fetch,stateless,07d11db6-78b1-4989-a26b-5d72f2d4ef0b,9c40c9362fbde359,01KFXC7G24CWSYHW5D8Z6JJSHX,9c40c9362fbde359,POST /process-media,telegram-processor,[Processor] Photo max size: 0.09MB,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[Processor] Photo max size: 0.<*>,undefined,undefined,undefined,[]
"[Processor] Downloading media for message 2145, type: MessageMediaPhoto",cloudflare-workers,2026-01-26T14:44:12.991Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,canceled,telegram-processor,fetch,stateless,07d11db6-78b1-4989-a26b-5d72f2d4ef0b,9c40c9362fbde359,01KFXC7G24CWSYHW5D8Z6JJSHW,9c40c9362fbde359,POST /process-media,telegram-processor,"[Processor] Downloading media for message 2145, type: MessageMediaPhoto",203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[Processor] Downloading media for message <*> type: <*>,undefined,undefined,undefined,[]
[Processor] Fetching message ID: 2145 -> 2145,cloudflare-workers,2026-01-26T14:44:12.807Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,canceled,telegram-processor,fetch,stateless,07d11db6-78b1-4989-a26b-5d72f2d4ef0b,9c40c9362fbde359,01KFXC7G24CWSYHW5D8Z6JJSHV,9c40c9362fbde359,POST /process-media,telegram-processor,[Processor] Fetching message ID: 2145 -> 2145,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[Processor] Fetching message ID: <*> -> <*>,undefined,undefined,undefined,[]
[Processor] Successfully resolved channel entity,cloudflare-workers,2026-01-26T14:44:12.807Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,canceled,telegram-processor,fetch,stateless,07d11db6-78b1-4989-a26b-5d72f2d4ef0b,9c40c9362fbde359,01KFXC7G24CWSYHW5D8Z6JJSHT,9c40c9362fbde359,POST /process-media,telegram-processor,[Processor] Successfully resolved channel entity,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[Processor] Successfully resolved channel entity,undefined,undefined,undefined,[]
[Processor] Resolving channel entity for chat_id: -1002312202692 -> -1002312202692,cloudflare-workers,2026-01-26T14:44:12.461Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,canceled,telegram-processor,fetch,stateless,07d11db6-78b1-4989-a26b-5d72f2d4ef0b,9c40c9362fbde359,01KFXC7G24CWSYHW5D8Z6JJSHS,9c40c9362fbde359,POST /process-media,telegram-processor,[Processor] Resolving channel entity for chat_id: -1002312202692 -> -1002312202692,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[Processor] Resolving channel entity for chat_id: -1002312202692 -> -1002312202692,undefined,undefined,undefined,[]
[Processor] Connection verified - User: 多加香菜,cloudflare-workers,2026-01-26T14:44:12.461Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,canceled,telegram-processor,fetch,stateless,07d11db6-78b1-4989-a26b-5d72f2d4ef0b,9c40c9362fbde359,01KFXC7G24CWSYHW5D8Z6JJSHR,9c40c9362fbde359,POST /process-media,telegram-processor,[Processor] Connection verified - User: 多加香菜,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[Processor] Connection verified - User: 多加香菜,undefined,undefined,undefined,[]
[Processor] Telegram client connected successfully (attempt 1),cloudflare-workers,2026-01-26T14:44:12.283Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,canceled,telegram-processor,fetch,stateless,07d11db6-78b1-4989-a26b-5d72f2d4ef0b,9c40c9362fbde359,01KFXC7G24CWSYHW5D8Z6JJSHQ,9c40c9362fbde359,POST /process-media,telegram-processor,[Processor] Telegram client connected successfully (attempt 1),203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[Processor] Telegram client connected successfully (attempt 1),undefined,undefined,undefined,[]
[33m[2026-01-26T14:44:11.938] [INFO] - [Using LAYER 198 for initial connect][0m,cloudflare-workers,2026-01-26T14:44:11.938Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,canceled,telegram-processor,fetch,stateless,07d11db6-78b1-4989-a26b-5d72f2d4ef0b,9c40c9362fbde359,01KFXC7G24CWSYHW5D8Z6JJSHP,9c40c9362fbde359,POST /process-media,telegram-processor,[33m[2026-01-26T14:44:11.938] [INFO] - [Using LAYER 198 for initial connect][0m,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[33m[<*>.<*>] [INFO] - [<*> <*> <*> <*> <*> <*>][0m,undefined,undefined,undefined,[]
[33m[2026-01-26T14:44:11.938] [INFO] - [Connection to 149.154.175.52:80/TCPFull complete!][0m,cloudflare-workers,2026-01-26T14:44:11.938Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,canceled,telegram-processor,fetch,stateless,07d11db6-78b1-4989-a26b-5d72f2d4ef0b,9c40c9362fbde359,01KFXC7G24CWSYHW5D8Z6JJSHN,9c40c9362fbde359,POST /process-media,telegram-processor,[33m[2026-01-26T14:44:11.938] [INFO] - [Connection to 149.154.175.52:80/TCPFull complete!][0m,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[33m[<*>.<*>] [INFO] - [Connection to <IP4>:80/TCPFull complete!][0m,undefined,undefined,undefined,[]
[33m[2026-01-26T14:44:11.769] [INFO] - [Connecting to 149.154.175.52:80/TCPFull...][0m,cloudflare-workers,2026-01-26T14:44:11.769Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,canceled,telegram-processor,fetch,stateless,07d11db6-78b1-4989-a26b-5d72f2d4ef0b,9c40c9362fbde359,01KFXC7G24CWSYHW5D8Z6JJSHM,9c40c9362fbde359,POST /process-media,telegram-processor,[33m[2026-01-26T14:44:11.769] [INFO] - [Connecting to 149.154.175.52:80/TCPFull...][0m,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[33m[<*>.<*>] [INFO] - [Connecting to <IP4>:80/TCPFull...][0m,undefined,undefined,undefined,[]
[Processor] Initializing Telegram client connection...,cloudflare-workers,2026-01-26T14:44:11.769Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,canceled,telegram-processor,fetch,stateless,07d11db6-78b1-4989-a26b-5d72f2d4ef0b,9c40c9362fbde359,01KFXC7G24CWSYHW5D8Z6JJSHK,9c40c9362fbde359,POST /process-media,telegram-processor,[Processor] Initializing Telegram client connection...,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[Processor] Initializing Telegram client connection...,undefined,undefined,undefined,[]
[33m[2026-01-26T14:44:11.769] [INFO] - [Running gramJS version 2.26.21][0m,cloudflare-workers,2026-01-26T14:44:11.769Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,canceled,telegram-processor,fetch,stateless,07d11db6-78b1-4989-a26b-5d72f2d4ef0b,9c40c9362fbde359,01KFXC7G24CWSYHW5D8Z6JJSHJ,9c40c9362fbde359,POST /process-media,telegram-processor,[33m[2026-01-26T14:44:11.769] [INFO] - [Running gramJS version 2.26.21][0m,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[33m[<*>.<*>] [INFO] - [<*> <*> <*> <*>.<*>.<*>][0m,undefined,undefined,undefined,[]
[Processor] Starting media processing for message 2145,cloudflare-workers,2026-01-26T14:44:11.759Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,canceled,telegram-processor,fetch,stateless,07d11db6-78b1-4989-a26b-5d72f2d4ef0b,9c40c9362fbde359,01KFXC7G24CWSYHW5D8Z6JJSHH,9c40c9362fbde359,POST /process-media,telegram-processor,[Processor] Starting media processing for message 2145,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[Processor] <*> <*> <*> for message <*>,undefined,undefined,undefined,[]
[Processor] Starting media processing for message 2145 with detailed logging,cloudflare-workers,2026-01-26T14:44:11.759Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,canceled,telegram-processor,fetch,stateless,07d11db6-78b1-4989-a26b-5d72f2d4ef0b,9c40c9362fbde359,01KFXC7G24CWSYHW5D8Z6JJSHG,9c40c9362fbde359,POST /process-media,telegram-processor,[Processor] Starting media processing for message 2145 with detailed logging,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[Processor] Starting media processing for message <*> with detailed logging,undefined,undefined,undefined,[]
[Processor Batch] Processing item 4/5: 2145,cloudflare-workers,2026-01-26T14:44:11.759Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,canceled,telegram-processor,fetch,stateless,07d11db6-78b1-4989-a26b-5d72f2d4ef0b,9c40c9362fbde359,01KFXC7G24CWSYHW5D8Z6JJSHF,9c40c9362fbde359,POST /process-media,telegram-processor,[Processor Batch] Processing item 4/5: 2145,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[Processor Batch] Processing item <*>/5: <*>,undefined,undefined,undefined,[]
[Processor] Media processing completed for message 2144,cloudflare-workers,2026-01-26T14:44:11.753Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,canceled,telegram-processor,fetch,stateless,07d11db6-78b1-4989-a26b-5d72f2d4ef0b,9c40c9362fbde359,01KFXC7G24CWSYHW5D8Z6JJSHE,9c40c9362fbde359,POST /process-media,telegram-processor,[Processor] Media processing completed for message 2144,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[Processor] <*> <*> <*> for message <*>,undefined,undefined,undefined,[]
[Processor] Saved media record for message 13275,cloudflare-workers,2026-01-26T14:44:11.753Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,canceled,telegram-processor,fetch,stateless,07d11db6-78b1-4989-a26b-5d72f2d4ef0b,9c40c9362fbde359,01KFXC7G24CWSYHW5D8Z6JJSHD,9c40c9362fbde359,POST /process-media,telegram-processor,[Processor] Saved media record for message 13275,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[Processor] <*> <*> <*> for message <*>,undefined,undefined,undefined,[]
"[Processor] SUCCESS: DB updated for message 2144, 1 rows affected",cloudflare-workers,2026-01-26T14:44:11.738Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,canceled,telegram-processor,fetch,stateless,07d11db6-78b1-4989-a26b-5d72f2d4ef0b,9c40c9362fbde359,01KFXC7G24CWSYHW5D8Z6JJSHC,9c40c9362fbde359,POST /process-media,telegram-processor,"[Processor] SUCCESS: DB updated for message 2144, 1 rows affected",203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[Processor] SUCCESS: DB updated for message <*> 1 rows affected,undefined,undefined,undefined,[]
"[DB] Message 2144 updated, changes: 1",cloudflare-workers,2026-01-26T14:44:11.738Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,canceled,telegram-processor,fetch,stateless,07d11db6-78b1-4989-a26b-5d72f2d4ef0b,9c40c9362fbde359,01KFXC7G24CWSYHW5D8Z6JJSHB,9c40c9362fbde359,POST /process-media,telegram-processor,"[DB] Message 2144 updated, changes: 1",203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,"[DB] Message <*> updated, changes: 1",undefined,undefined,undefined,[]
[Persistence] Updated Msg 2144: changes=1,cloudflare-workers,2026-01-26T14:44:11.738Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,canceled,telegram-processor,fetch,stateless,07d11db6-78b1-4989-a26b-5d72f2d4ef0b,9c40c9362fbde359,01KFXC7G24CWSYHW5D8Z6JJSHA,9c40c9362fbde359,POST /process-media,telegram-processor,[Persistence] Updated Msg 2144: changes=1,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[Persistence] Updated Msg <*>: changes=1,undefined,undefined,undefined,[]
[Processor] PRE-CHECK PASSED: Message found:,cloudflare-workers,2026-01-26T14:44:11.714Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,canceled,telegram-processor,fetch,stateless,07d11db6-78b1-4989-a26b-5d72f2d4ef0b,9c40c9362fbde359,01KFXC7G24CWSYHW5D8Z6JJSH9,9c40c9362fbde359,POST /process-media,telegram-processor,[Processor] PRE-CHECK PASSED: Message found:,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[Processor] PRE-CHECK PASSED: Message found:,undefined,undefined,undefined,[]
[Processor] DB Update Parameters:,cloudflare-workers,2026-01-26T14:44:11.706Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,canceled,telegram-processor,fetch,stateless,07d11db6-78b1-4989-a26b-5d72f2d4ef0b,9c40c9362fbde359,01KFXC7G24CWSYHW5D8Z6JJSH8,9c40c9362fbde359,POST /process-media,telegram-processor,[Processor] DB Update Parameters:,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[Processor] DB Update Parameters:,undefined,undefined,undefined,[]
[Processor] Updating DB for message 2144 with key: media/-1002312202692_2144_1769438651455.jpg,cloudflare-workers,2026-01-26T14:44:11.706Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,canceled,telegram-processor,fetch,stateless,07d11db6-78b1-4989-a26b-5d72f2d4ef0b,9c40c9362fbde359,01KFXC7G24CWSYHW5D8Z6JJSH7,9c40c9362fbde359,POST /process-media,telegram-processor,[Processor] Updating DB for message 2144 with key: media/-1002312202692_2144_1769438651455.jpg,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[Processor] Updating DB for message <*> with key: media/<DOMAIN>,undefined,undefined,undefined,[]
[Processor] Successfully uploaded to R2: media/-1002312202692_2144_1769438651455.jpg,cloudflare-workers,2026-01-26T14:44:11.706Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,canceled,telegram-processor,fetch,stateless,07d11db6-78b1-4989-a26b-5d72f2d4ef0b,9c40c9362fbde359,01KFXC7G24CWSYHW5D8Z6JJSH6,9c40c9362fbde359,POST /process-media,telegram-processor,[Processor] Successfully uploaded to R2: media/-1002312202692_2144_1769438651455.jpg,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[Processor] Successfully uploaded to R2: media/<DOMAIN>,undefined,undefined,undefined,[]
[Processor] Uploading to R2: media/-1002312202692_2144_1769438651455.jpg,cloudflare-workers,2026-01-26T14:44:11.455Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,canceled,telegram-processor,fetch,stateless,07d11db6-78b1-4989-a26b-5d72f2d4ef0b,9c40c9362fbde359,01KFXC7G24CWSYHW5D8Z6JJSH5,9c40c9362fbde359,POST /process-media,telegram-processor,[Processor] Uploading to R2: media/-1002312202692_2144_1769438651455.jpg,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[Processor] Uploading to R2: media/<DOMAIN>,undefined,undefined,undefined,[]
[Processor] Successfully downloaded media (57531 bytes),cloudflare-workers,2026-01-26T14:44:11.455Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,canceled,telegram-processor,fetch,stateless,07d11db6-78b1-4989-a26b-5d72f2d4ef0b,9c40c9362fbde359,01KFXC7G24CWSYHW5D8Z6JJSH4,9c40c9362fbde359,POST /process-media,telegram-processor,[Processor] Successfully downloaded media (57531 bytes),203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[Processor] Successfully downloaded media (<*> bytes),undefined,undefined,undefined,[]
[33m[2026-01-26T14:44:10.605] [INFO] - [Exporting authorization for data center 91.108.56.185 with layer 198][0m,cloudflare-workers,2026-01-26T14:44:10.605Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,canceled,telegram-processor,fetch,stateless,07d11db6-78b1-4989-a26b-5d72f2d4ef0b,9c40c9362fbde359,01KFXC7G24CWSYHW5D8Z6JJSH3,9c40c9362fbde359,POST /process-media,telegram-processor,[33m[2026-01-26T14:44:10.605] [INFO] - [Exporting authorization for data center 91.108.56.185 with layer 198][0m,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[33m[<*>.<*>] [INFO] - [Exporting authorization for data center <IP4> with layer 198][0m,undefined,undefined,undefined,[]
[33m[2026-01-26T14:44:10.605] [INFO] - [Connection to 91.108.56.185:443/TCPFull complete!][0m,cloudflare-workers,2026-01-26T14:44:10.605Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,canceled,telegram-processor,fetch,stateless,07d11db6-78b1-4989-a26b-5d72f2d4ef0b,9c40c9362fbde359,01KFXC7G24CWSYHW5D8Z6JJSH2,9c40c9362fbde359,POST /process-media,telegram-processor,[33m[2026-01-26T14:44:10.605] [INFO] - [Connection to 91.108.56.185:443/TCPFull complete!][0m,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[33m[<*>.<*>] [INFO] - [Connection to <IP4>:443/TCPFull complete!][0m,undefined,undefined,undefined,[]
[33m[2026-01-26T14:44:09.011] [INFO] - [Connecting to 91.108.56.185:443/TCPFull...][0m,cloudflare-workers,2026-01-26T14:44:09.011Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,canceled,telegram-processor,fetch,stateless,07d11db6-78b1-4989-a26b-5d72f2d4ef0b,9c40c9362fbde359,01KFXC7G24CWSYHW5D8Z6JJSH1,9c40c9362fbde359,POST /process-media,telegram-processor,[33m[2026-01-26T14:44:09.011] [INFO] - [Connecting to 91.108.56.185:443/TCPFull...][0m,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[33m[<*>.<*>] [INFO] - [Connecting to <IP4>:443/TCPFull...][0m,undefined,undefined,undefined,[]
"[33m[2026-01-26T14:44:08.819] [INFO] - [Starting direct file download in chunks of 131072 at 0, stride 131072][0m",cloudflare-workers,2026-01-26T14:44:08.819Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,canceled,telegram-processor,fetch,stateless,07d11db6-78b1-4989-a26b-5d72f2d4ef0b,9c40c9362fbde359,01KFXC7G24CWSYHW5D8Z6JJSH0,9c40c9362fbde359,POST /process-media,telegram-processor,"[33m[2026-01-26T14:44:08.819] [INFO] - [Starting direct file download in chunks of 131072 at 0, stride 131072][0m",203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,"[33m[<*>.<*>] [INFO] - [Starting direct file download in chunks of 131072 at 0, stride 131072][0m",undefined,undefined,undefined,[]
"[Processor] Photo size check passed (46258 bytes <= 20MB), proceeding with download",cloudflare-workers,2026-01-26T14:44:08.819Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,canceled,telegram-processor,fetch,stateless,07d11db6-78b1-4989-a26b-5d72f2d4ef0b,9c40c9362fbde359,01KFXC7G24CWSYHW5D8Z6JJSGZ,9c40c9362fbde359,POST /process-media,telegram-processor,"[Processor] Photo size check passed (46258 bytes <= 20MB), proceeding with download",203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,"[Processor] Photo size check passed (<*> bytes <= 20MB), proceeding with download",undefined,undefined,undefined,[]
[Processor] Photo max size: 0.04MB,cloudflare-workers,2026-01-26T14:44:08.819Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,canceled,telegram-processor,fetch,stateless,07d11db6-78b1-4989-a26b-5d72f2d4ef0b,9c40c9362fbde359,01KFXC7G24CWSYHW5D8Z6JJSGY,9c40c9362fbde359,POST /process-media,telegram-processor,[Processor] Photo max size: 0.04MB,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[Processor] Photo max size: 0.<*>,undefined,undefined,undefined,[]
"[Processor] Downloading media for message 2144, type: MessageMediaPhoto",cloudflare-workers,2026-01-26T14:44:08.819Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,canceled,telegram-processor,fetch,stateless,07d11db6-78b1-4989-a26b-5d72f2d4ef0b,9c40c9362fbde359,01KFXC7G24CWSYHW5D8Z6JJSGX,9c40c9362fbde359,POST /process-media,telegram-processor,"[Processor] Downloading media for message 2144, type: MessageMediaPhoto",203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[Processor] Downloading media for message <*> type: <*>,undefined,undefined,undefined,[]
[Processor] Fetching message ID: 2144 -> 2144,cloudflare-workers,2026-01-26T14:44:08.621Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,canceled,telegram-processor,fetch,stateless,07d11db6-78b1-4989-a26b-5d72f2d4ef0b,9c40c9362fbde359,01KFXC7G24CWSYHW5D8Z6JJSGW,9c40c9362fbde359,POST /process-media,telegram-processor,[Processor] Fetching message ID: 2144 -> 2144,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[Processor] Fetching message ID: <*> -> <*>,undefined,undefined,undefined,[]
[Processor] Successfully resolved channel entity,cloudflare-workers,2026-01-26T14:44:08.621Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,canceled,telegram-processor,fetch,stateless,07d11db6-78b1-4989-a26b-5d72f2d4ef0b,9c40c9362fbde359,01KFXC7G24CWSYHW5D8Z6JJSGV,9c40c9362fbde359,POST /process-media,telegram-processor,[Processor] Successfully resolved channel entity,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[Processor] Successfully resolved channel entity,undefined,undefined,undefined,[]
